In Cart,Recommendation,Support,Confidence,Lift
appliances.kitchen.toster,appliances.personal.scales + electronics.tablet + appliances.personal.massager + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.toster,appliances.personal.scales + appliances.personal.massager + electronics.smartphone + appliances.iron + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,electronics.tablet + appliances.personal.massager + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.toster,appliances.personal.scales + electronics.tablet + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + appliances.iron + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + country_yard.weather_station + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.washer,country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.personal.massager,appliances.personal.scales + electronics.tablet + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
computers.network.router,country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
computers.peripherals.keyboard,computers.peripherals.scanner + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + furniture.kitchen.table,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager + electronics.smartphone + appliances.kitchen.toster,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager + appliances.kitchen.toster + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + appliances.personal.massager + electronics.smartphone + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + electronics.tablet + appliances.personal.massager + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + appliances.personal.massager + electronics.smartphone + appliances.kitchen.toster + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.smartphone + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.smartphone + appliances.kitchen.toster + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + electronics.tablet + electronics.smartphone + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager + electronics.smartphone + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet + appliances.personal.massager + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager + electronics.smartphone + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + electronics.tablet + appliances.personal.massager + electronics.smartphone + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet + electronics.smartphone + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.personal.massager + electronics.smartphone + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + electronics.tablet + appliances.personal.massager + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.personal.massager + electronics.smartphone + appliances.kitchen.toster + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.tablet + appliances.personal.massager + electronics.smartphone + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + electronics.tablet + electronics.smartphone + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + electronics.tablet + appliances.personal.massager + electronics.smartphone + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.dishwasher,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.kitchen.hood + computers.peripherals.printer + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.kitchen.hood + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,appliances.kitchen.refrigerators + appliances.kitchen.hood + computers.peripherals.printer + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,appliances.personal.scales + appliances.kitchen.hood + computers.peripherals.printer + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.dishwasher,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.kitchen.hood + computers.peripherals.printer + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.dishwasher,appliances.personal.scales + appliances.kitchen.refrigerators + computers.peripherals.printer + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.keyboard + computers.peripherals.scanner + computers.peripherals.mouse + electronics.audio.headphone + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.hood,appliances.personal.scales + appliances.kitchen.refrigerators + computers.peripherals.printer + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.kettle,computers.components.hdd + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.kettle,sport.bicycle + appliances.kitchen.microwave + computers.components.hdd + computers.peripherals.mouse + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.kettle,computers.components.hdd + sport.bicycle + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse,0.125,1.0,8.0
